codigo,fecha,maquina,casino,in,out,jackpot,billetero
1180,2025-05-12,80,8,3437,3351,3188,3708
1181,2025-05-12,81,9,0,0,0,0
1182,2025-05-12,82,9,2851,2929,3372,2959
1183,2025-05-12,83,9,2425,2498,1719,2854
1184,2025-05-12,84,9,2889,2902,2762,3217
1185,2025-05-12,85,9,2486,3202,3513,2005
1186,2025-05-12,86,9,2205,2485,3070,2085
1187,2025-05-12,87,9,3141,2888,2620,2953
1188,2025-05-12,88,9,3032,3728,2738,3612
1189,2025-05-12,89,9,2043,3909,2926,3086
1190,2025-05-12,90,9,3088,2505,3140,2827
1191,2025-05-12,91,10,2915,3327,3412,2895
1192,2025-05-12,92,10,2452,2493,3612,3401
1193,2025-05-12,93,10,3325,2693,3319,3489
1194,2025-05-12,94,10,3268,2860,2944,2640
1195,2025-05-12,95,10,0,0,0,0
1196,2025-05-12,96,10,3006,3188,3011,3228
1197,2025-05-12,97,10,2458,3168,2721,2745
1198,2025-05-12,98,10,2348,2391,2611,2900
1199,2025-05-12,99,10,0,0,0,0
1200,2025-05-12,100,10,3404,3310,3643,3599
1201,2025-05-13,1,1,3527,3319,3038,2844
1202,2025-05-13,2,1,2797,3516,2890,2816
1203,2025-05-13,3,1,2849,3958,3426,3352
1204,2025-05-13,4,1,3559,3501,3373,3140
1205,2025-05-13,5,1,449,703,732,586
1206,2025-05-13,6,1,3112,3795,3873,3493
1207,2025-05-13,7,1,3077,4151,3470,3334
1208,2025-05-13,8,1,3525,3277,3863,3513
1209,2025-05-13,9,1,2936,2915,3680,2731
1210,2025-05-13,10,1,2589,3507,3153,2812
1211,2025-05-13,11,2,2643,3900,3689,4115
1212,2025-05-13,12,2,3666,2052,2286,2975
1213,2025-05-13,13,2,3312,3132,1874,4077
1214,2025-05-13,14,2,2246,3494,2581,2605
1215,2025-05-13,15,2,3035,2726,2961,3522
1216,2025-05-13,16,2,2385,2697,2441,2930
1217,2025-05-13,17,2,3819,2674,3777,2562
1218,2025-05-13,18,2,2850,3154,2593,3542
1219,2025-05-13,19,2,2328,2077,3028,3111
1220,2025-05-13,20,2,2822,2601,2418,2551
1221,2025-05-13,21,3,3713,3215,2643,4770
1222,2025-05-13,22,3,2354,2752,2191,2050
1223,2025-05-13,23,3,2403,2759,2545,2339
1224,2025-05-13,24,3,2132,3395,3204,3933
1225,2025-05-13,25,3,3459,3361,3336,3999
1226,2025-05-13,26,3,3512,3752,3994,1723
1227,2025-05-13,27,3,4193,3342,3073,3061
1228,2025-05-13,28,3,366,529,491,118
1229,2025-05-13,29,3,3415,3566,3655,4281
1230,2025-05-13,30,3,3162,3358,2305,2840
1231,2025-05-13,31,4,3771,3592,2304,2725
1232,2025-05-13,32,4,0,0,0,0
1233,2025-05-13,33,4,2875,2644,3080,3302
1234,2025-05-13,34,4,3032,2584,3025,3118
1235,2025-05-13,35,4,2800,3432,3902,3580
1236,2025-05-13,36,4,3144,3553,2445,1918
1237,2025-05-13,37,4,1516,1195,1641,1056
1238,2025-05-13,38,4,3334,3535,3183,3796
1239,2025-05-13,39,4,3398,3779,3189,2810
1240,2025-05-13,40,4,3724,3201,3215,2532
1241,2025-05-13,41,5,2573,2290,2446,2264
1242,2025-05-13,42,5,3308,3628,2491,3826
1243,2025-05-13,43,5,4254,3843,3923,2716
1244,2025-05-13,44,5,3840,3009,3244,3020
1245,2025-05-13,45,5,3175,3432,3174,3263
1246,2025-05-13,46,5,0,0,0,0
1247,2025-05-13,47,5,3260,3000,3357,2767
1248,2025-05-13,48,5,3296,2781,3062,3287
1249,2025-05-13,49,5,3345,3120,3094,3354
1250,2025-05-13,50,5,2683,3091,2080,2862
1251,2025-05-13,51,6,2437,2594,3283,2528
1252,2025-05-13,52,6,3031,3031,3141,2787
1253,2025-05-13,53,6,1977,1482,2390,1715
1254,2025-05-13,54,6,3140,3451,3186,2336
1255,2025-05-13,55,6,2056,2564,2331,2272
1256,2025-05-13,56,6,3443,3711,3366,2918
1257,2025-05-13,57,6,3654,2671,3304,2594
1258,2025-05-13,58,6,3208,3052,2829,3387
1259,2025-05-13,59,6,3115,2683,3006,2111
1260,2025-05-13,60,6,2493,2945,2512,2713
1261,2025-05-13,61,7,0,0,0,0
1262,2025-05-13,62,7,3293,2710,3720,2086
1263,2025-05-13,63,7,2952,3207,3219,2832
1264,2025-05-13,64,7,3657,2848,3171,2713
1265,2025-05-13,65,7,2886,3044,3038,3552
1266,2025-05-13,66,7,3060,3657,4160,2855
1267,2025-05-13,67,7,3054,3761,2912,2694
1268,2025-05-13,68,7,3386,2852,2868,3489
1269,2025-05-13,69,7,2368,3158,2749,3402
1270,2025-05-13,70,7,2985,3770,2220,3571
1271,2025-05-13,71,8,2431,2350,2577,2300
1272,2025-05-13,72,8,4304,2553,2501,3228
1273,2025-05-13,73,8,3040,3634,3104,2635
1274,2025-05-13,74,8,3536,2830,4230,3400
1275,2025-05-13,75,8,3626,3423,2535,2428
1276,2025-05-13,76,8,3451,2957,3790,3544
1277,2025-05-13,77,8,2633,2961,3697,2776
1278,2025-05-13,78,8,2402,2337,3337,3607
1279,2025-05-13,79,8,3250,2786,3900,3553
1280,2025-05-13,80,8,3842,3627,3326,3924
1281,2025-05-13,81,9,2668,2272,2993,2837
1282,2025-05-13,82,9,3169,3378,3390,3219
1283,2025-05-13,83,9,2750,2794,1999,3013
1284,2025-05-13,84,9,2948,2992,2773,3530
1285,2025-05-13,85,9,2585,3673,3729,2249
1286,2025-05-13,86,9,2433,2665,3379,2137
1287,2025-05-13,87,9,3148,3190,2867,3328
1288,2025-05-13,88,9,3417,4217,3130,4079
1289,2025-05-13,89,9,2351,4195,3144,3533
1290,2025-05-13,90,9,3513,2682,3570,3266
1291,2025-05-13,91,10,3151,3789,3559,3218
1292,2025-05-13,92,10,2510,2658,3826,3624
1293,2025-05-13,93,10,3476,2837,3334,3894
1294,2025-05-13,94,10,3399,3229,3374,3075
1295,2025-05-13,95,10,3604,2919,3020,3058
1296,2025-05-13,96,10,3319,3549,3230,3518
1297,2025-05-13,97,10,2791,3397,3159,3111
1298,2025-05-13,98,10,2416,2543,2958,3171
1299,2025-05-13,99,10,3234,3126,2949,3595
1300,2025-05-13,100,10,3514,3442,3991,3859
1301,2025-05-14,1,1,4022,3747,3177,2927
1302,2025-05-14,2,1,2904,3588,2901,3039
1303,2025-05-14,3,1,2914,4430,3571,3377
1304,2025-05-14,4,1,0,0,0,0
1305,2025-05-14,5,1,603,828,796,993
1306,2025-05-14,6,1,3540,3925,4118,3900
1307,2025-05-14,7,1,3404,4609,3956,3725
1308,2025-05-14,8,1,3801,3334,4283,3621
1309,2025-05-14,9,1,3227,3233,4082,3001
1310,2025-05-14,10,1,2847,3876,3419,3111
1311,2025-05-14,11,2,2646,3994,3884,4544
1312,2025-05-14,12,2,3938,2448,2456,3140
1313,2025-05-14,13,2,3527,3497,2289,4568
1314,2025-05-14,14,2,2510,3849,2845,2660
1315,2025-05-14,15,2,3367,3121,3376,3673
1316,2025-05-14,16,2,2694,2988,2749,3058
1317,2025-05-14,17,2,4218,2871,3937,2689
1318,2025-05-14,18,2,2947,3354,3046,3840
1319,2025-05-14,19,2,2342,2198,3519,3321
1320,2025-05-14,20,2,3190,3028,2678,2970
1321,2025-05-14,21,3,4006,3448,2807,4871
1322,2025-05-14,22,3,2368,3203,2667,2291
1323,2025-05-14,23,3,2895,2834,2954,2411
1324,2025-05-14,24,3,2607,3819,3527,4393
1325,2025-05-14,25,3,3487,3459,3724,4260
1326,2025-05-14,26,3,3671,4171,4005,1934
1327,2025-05-14,27,3,4356,3454,3542,3456
1328,2025-05-14,28,3,807,664,803,583
1329,2025-05-14,29,3,3584,3756,3812,4362
1330,2025-05-14,30,3,3182,3640,2362,3252
1331,2025-05-14,31,4,3785,3729,2767,3045
1332,2025-05-14,32,4,3126,3307,3807,2939
1333,2025-05-14,33,4,3021,2723,3569,3639
1334,2025-05-14,34,4,3288,2858,3119,3236
1335,2025-05-14,35,4,0,0,0,0
1336,2025-05-14,36,4,0,0,0,0
1337,2025-05-14,37,4,1982,1223,2018,1070
1338,2025-05-14,38,4,3451,3999,3477,4112
1339,2025-05-14,39,4,0,0,0,0
1340,2025-05-14,40,4,4083,3385,3478,3015
1341,2025-05-14,41,5,2817,2483,2826,2613
1342,2025-05-14,42,5,3513,3836,2836,3851
1343,2025-05-14,43,5,4322,4150,4049,3108
1344,2025-05-14,44,5,3994,3392,3518,3487
1345,2025-05-14,45,5,3464,3831,3627,3688
1346,2025-05-14,46,5,2948,3830,3158,2630
1347,2025-05-14,47,5,3677,3452,3667,3141
1348,2025-05-14,48,5,3613,2820,3127,3357
1349,2025-05-14,49,5,3525,3342,3505,3675
1350,2025-05-14,50,5,2747,3204,2466,3266
1351,2025-05-14,51,6,2698,2714,3418,3003
1352,2025-05-14,52,6,3522,3046,3435,3100
1353,2025-05-14,53,6,2460,1751,2733,2017
1354,2025-05-14,54,6,0,0,0,0
1355,2025-05-14,55,6,2500,2872,2609,2591
1356,2025-05-14,56,6,0,0,0,0
1357,2025-05-14,57,6,4092,2708,3439,2929
1358,2025-05-14,58,6,3493,3290,2915,3658
1359,2025-05-14,59,6,3307,2783,3023,2559
1360,2025-05-14,60,6,2992,3407,2662,3035
1361,2025-05-14,61,7,2968,3453,2645,2016
1362,2025-05-14,62,7,3369,2895,3968,2447
1363,2025-05-14,63,7,3078,3681,3369,3167
1364,2025-05-14,64,7,4021,3334,3225,2844
1365,2025-05-14,65,7,3028,3521,3311,3854
1366,2025-05-14,66,7,3444,3692,4654,3149
1367,2025-05-14,67,7,3249,3799,2971,2708
1368,2025-05-14,68,7,3541,3314,3072,3900
1369,2025-05-14,69,7,2527,3272,2875,3587
1370,2025-05-14,70,7,3020,4103,2698,3760
1371,2025-05-14,71,8,2548,2353,2851,2734
1372,2025-05-14,72,8,4538,3011,2753,3521
1373,2025-05-14,73,8,3157,3988,3250,2821
1374,2025-05-14,74,8,3783,2851,4586,3614
1375,2025-05-14,75,8,3874,3585,2784,2828
1376,2025-05-14,76,8,3536,2991,3897,3645
1377,2025-05-14,77,8,3070,3379,3731,3003
1378,2025-05-14,78,8,2758,2348,3428,3963
1379,2025-05-14,79,8,3302,2879,4294,3947
1380,2025-05-14,80,8,4011,3846,3453,4354
1381,2025-05-14,81,9,2959,2554,3045,3321
1382,2025-05-14,82,9,3360,3825,3453,3275
1383,2025-05-14,83,9,2857,3258,2131,3487
1384,2025-05-14,84,9,3418,3062,2783,3727
1385,2025-05-14,85,9,3042,4011,4127,2340
1386,2025-05-14,86,9,2660,2762,3702,2309
1387,2025-05-14,87,9,3437,3303,3342,3590
1388,2025-05-14,88,9,3470,4682,3537,4445
1389,2025-05-14,89,9,2583,4600,3400,3992
1390,2025-05-14,90,9,3741,3112,3925,3342
1391,2025-05-14,91,10,3602,4139,3840,3441
1392,2025-05-14,92,10,2614,3151,3949,3870
1393,2025-05-14,93,10,3721,3298,3576,4018
1394,2025-05-14,94,10,3575,3324,3602,3282
1395,2025-05-14,95,10,3989,2976,3340,3315
1396,2025-05-14,96,10,3517,3749,3443,3586
1397,2025-05-14,97,10,3226,3635,3492,3463
1398,2025-05-14,98,10,2524,2616,3156,3216
1399,2025-05-14,99,10,3374,3522,3263,3796
1400,2025-05-14,100,10,3792,3826,4268,3907
1401,2025-05-15,1,1,4089,3856,3289,3133
1402,2025-05-15,2,1,3228,3812,3122,3251
1403,2025-05-15,3,1,3256,4669,3754,3585
1404,2025-05-15,4,1,3925,3687,3761,3323
1405,2025-05-15,5,1,714,838,1221,1252
1406,2025-05-15,6,1,3622,4330,4371,3918
1407,2025-05-15,7,1,3827,4934,4383,3842
1408,2025-05-15,8,1,3918,3532,4463,3965
1409,2025-05-15,9,1,3255,3451,4469,3107
1410,2025-05-15,10,1,3106,4200,3656,3464
1411,2025-05-15,11,2,2862,4467,4200,4980
1412,2025-05-15,12,2,4279,2873,2732,3383
1413,2025-05-15,13,2,3921,3618,2643,4684
1414,2025-05-15,14,2,2935,4089,2899,2704
1415,2025-05-15,15,2,3440,3322,3464,3909
1416,2025-05-15,16,2,2968,3255,2894,3515
1417,2025-05-15,17,2,4323,3300,4327,2933
1418,2025-05-15,18,2,3058,3512,3387,3848
1419,2025-05-15,19,2,2828,2611,3538,3707
1420,2025-05-15,20,2,3365,3496,2775,3241
1421,2025-05-15,21,3,4159,3486,2960,5077
1422,2025-05-15,22,3,2723,3598,3019,2730
1423,2025-05-15,23,3,3255,2876,3345,2731
1424,2025-05-15,24,3,3033,3908,3911,4437
1425,2025-05-15,25,3,3509,3715,3808,4474
1426,2025-05-15,26,3,4093,4195,4108,2115
1427,2025-05-15,27,3,4806,3501,3591,3584
1428,2025-05-15,28,3,1211,903,1015,683
1429,2025-05-15,29,3,3676,3987,4059,4790
1430,2025-05-15,30,3,3271,3832,2710,3322
1431,2025-05-15,31,4,4108,3807,2908,3074
1432,2025-05-15,32,4,3267,3737,3976,3341
1433,2025-05-15,33,4,3353,2819,3878,3995
1434,2025-05-15,34,4,3756,2914,3537,3333
1435,2025-05-15,35,4,2961,3662,3973,3632
1436,2025-05-15,36,4,3231,4009,2662,1987
1437,2025-05-15,37,4,2229,1510,2403,1543
1438,2025-05-15,38,4,3598,4358,3771,4438
1439,2025-05-15,39,4,3431,3999,3565,3273
1440,2025-05-15,40,4,4539,3808,3580,3310
1441,2025-05-15,41,5,2962,2832,3124,3044
1442,2025-05-15,42,5,3648,3930,3291,4338
1443,2025-05-15,43,5,4324,4318,4177,3299
1444,2025-05-15,44,5,4455,3845,3611,3987
1445,2025-05-15,45,5,3900,4108,3692,4040
1446,2025-05-15,46,5,3357,4287,3325,2717
1447,2025-05-15,47,5,3985,3746,4000,3528
1448,2025-05-15,48,5,3867,2933,3387,3664
1449,2025-05-15,49,5,3621,3597,3672,4129
1450,2025-05-15,50,5,3168,3522,2945,3765
1451,2025-05-15,51,6,2779,3074,3631,3427
1452,2025-05-15,52,6,3686,3211,3805,3446
1453,2025-05-15,53,6,2507,2220,2833,2423
1454,2025-05-15,54,6,3629,3869,3487,2753
1455,2025-05-15,55,6,2864,3318,3081,3069
1456,2025-05-15,56,6,3942,3909,3448,3282
1457,2025-05-15,57,6,4472,2894,3633,3397
1458,2025-05-15,58,6,3978,3649,3322,3959
1459,2025-05-15,59,6,3717,2968,3416,2682
1460,2025-05-15,60,6,3457,3666,2775,3123
1461,2025-05-15,61,7,0,0,0,0
1462,2025-05-15,62,7,3769,3382,4147,2656
1463,2025-05-15,63,7,3098,3762,3722,3515
1464,2025-05-15,64,7,4112,3362,3662,2859
1465,2025-05-15,65,7,3039,3611,3608,4087
1466,2025-05-15,66,7,3825,3808,5096,3594
1467,2025-05-15,67,7,3438,3892,3072,2913
1468,2025-05-15,68,7,3782,3627,3099,4257
1469,2025-05-15,69,7,2842,3344,2896,4040
1470,2025-05-15,70,7,3152,4431,2793,4152
1471,2025-05-15,71,8,2757,2537,3037,2978
1472,2025-05-15,72,8,4779,3231,3023,3756
1473,2025-05-15,73,8,3255,4302,3489,2959
1474,2025-05-15,74,8,4220,3096,4716,3878
1475,2025-05-15,75,8,4284,3860,2878,2852
1476,2025-05-15,76,8,3884,3249,3960,3663
1477,2025-05-15,77,8,3180,3382,3744,3318
1478,2025-05-15,78,8,2889,2428,3852,4037
1479,2025-05-15,79,8,3371,3027,4426,4291
1480,2025-05-15,80,8,4369,4015,3762,4767
1481,2025-05-15,81,9,0,0,0,0
1482,2025-05-15,82,9,3547,4075,3761,3552
1483,2025-05-15,83,9,3133,3307,2216,3831
1484,2025-05-15,84,9,3648,3536,3169,3895
1485,2025-05-15,85,9,3447,4328,4376,2713
1486,2025-05-15,86,9,3157,3142,4075,2633
1487,2025-05-15,87,9,3697,3736,3457,3606
1488,2025-05-15,88,9,3757,4727,3747,4633
1489,2025-05-15,89,9,3056,4747,3764,4392
1490,2025-05-15,90,9,4040,3390,4372,3800
1491,2025-05-15,91,10,3790,4524,4038,3550
1492,2025-05-15,92,10,2759,3551,4410,3974
1493,2025-05-15,93,10,3894,3740,3790,4450
1494,2025-05-15,94,10,3794,3385,3955,3553
1495,2025-05-15,95,10,4150,2985,3735,3599
1496,2025-05-15,96,10,3669,4158,3660,3697
1497,2025-05-15,97,10,3334,3688,3847,3877
1498,2025-05-15,98,10,2805,2922,3619,3447
1499,2025-05-15,99,10,3403,3778,3622,4091
1500,2025-05-15,100,10,4224,4085,4291,4054
1501,2025-05-16,1,1,4480,4085,3425,3558
1502,2025-05-16,2,1,0,0,0,0
1503,2025-05-16,3,1,3723,4799,3800,3916
1504,2025-05-16,4,1,4300,3936,3877,3433
1505,2025-05-16,5,1,1007,1150,1493,1650
1506,2025-05-16,6,1,3850,4745,4789,3930
1507,2025-05-16,7,1,4128,5385,4550,4206
1508,2025-05-16,8,1,4189,3758,4711,3981
1509,2025-05-16,9,1,3284,3786,4568,3407
1510,2025-05-16,10,1,3582,4317,3869,3698
1511,2025-05-16,11,2,3036,4853,4317,5232
1512,2025-05-16,12,2,4287,2994,3110,3818
1513,2025-05-16,13,2,4155,3890,2944,5081
1514,2025-05-16,14,2,3165,4287,3067,3036
1515,2025-05-16,15,2,3713,3532,3666,4026
1516,2025-05-16,16,2,3392,3514,2911,3843
1517,2025-05-16,17,2,4509,3761,4419,3140
1518,2025-05-16,18,2,3456,3759,3482,4161
1519,2025-05-16,19,2,3269,3095,3719,3877
1520,2025-05-16,20,2,3844,3674,3266,3342
1521,2025-05-16,21,3,4633,3681,3415,5257
1522,2025-05-16,22,3,2824,4098,3455,3044
1523,2025-05-16,23,3,3402,3040,3647,3121
1524,2025-05-16,24,3,3035,4164,4103,4642
1525,2025-05-16,25,3,3874,4180,3932,4874
1526,2025-05-16,26,3,4296,4575,4185,2282
1527,2025-05-16,27,3,5049,3588,3684,3858
1528,2025-05-16,28,3,0,0,0,0
1529,2025-05-16,29,3,4046,4146,4216,5197
1530,2025-05-16,30,3,0,0,0,0
1531,2025-05-16,31,4,4402,4244,2915,3132
1532,2025-05-16,32,4,3471,4101,4462,3804
1533,2025-05-16,33,4,3739,3310,4300,4328
1534,2025-05-16,34,4,4090,3054,3984,3525
1535,2025-05-16,35,4,3016,3883,4172,3732
1536,2025-05-16,36,4,3513,4041,3042,2402
1537,2025-05-16,37,4,2524,1870,2706,1923
1538,2025-05-16,38,4,3733,4543,4204,4482
1539,2025-05-16,39,4,3624,4160,4019,3355
1540,2025-05-16,40,4,5039,3939,3988,3623
1541,2025-05-16,41,5,0,0,0,0
1542,2025-05-16,42,5,4007,4396,3567,4805
1543,2025-05-16,43,5,4619,4712,4216,3611
1544,2025-05-16,44,5,4704,3883,3846,4408
1545,2025-05-16,45,5,4260,4193,3737,4122
1546,2025-05-16,46,5,3627,4389,3751,3106
1547,2025-05-16,47,5,4221,3753,4149,3943
1548,2025-05-16,48,5,3893,3244,3542,3808
1549,2025-05-16,49,5,4068,3702,3968,4615
1550,2025-05-16,50,5,3199,3799,3212,4124
1551,2025-05-16,51,6,2783,3506,3848,3444
1552,2025-05-16,52,6,4128,3425,4023,3470
1553,2025-05-16,53,6,2771,2620,2872,2488
1554,2025-05-16,54,6,0,0,0,0
1555,2025-05-16,55,6,3073,3404,3480,3230
1556,2025-05-16,56,6,4219,4071,3735,3300
1557,2025-05-16,57,6,4763,2979,4133,3794
1558,2025-05-16,58,6,4108,4120,3692,4097
1559,2025-05-16,59,6,3987,3460,3608,3065
1560,2025-05-16,60,6,3947,3983,2781,3208
1561,2025-05-16,61,7,3116,3607,2780,2150
1562,2025-05-16,62,7,3830,3792,4393,2722
1563,2025-05-16,63,7,3585,4038,3904,3659
1564,2025-05-16,64,7,4291,3635,3707,2886
1565,2025-05-16,65,7,3524,3651,3838,4233
1566,2025-05-16,66,7,0,0,0,0
1567,2025-05-16,67,7,0,0,0,0
1568,2025-05-16,68,7,4244,3994,3212,4494
1569,2025-05-16,69,7,3312,3790,3097,4208
1570,2025-05-16,70,7,3274,4476,3179,4362
1571,2025-05-16,71,8,2992,3032,3304,3280
1572,2025-05-16,72,8,0,0,0,0
1573,2025-05-16,73,8,3574,4519,3823,3106
1574,2025-05-16,74,8,4476,3572,5061,3940
1575,2025-05-16,75,8,4486,4040,3336,2900
1576,2025-05-16,76,8,3967,3738,4424,3669
1577,2025-05-16,77,8,3511,3714,4167,3699
1578,2025-05-16,78,8,3283,2858,4321,4177
1579,2025-05-16,79,8,3845,3140,4462,4512
1580,2025-05-16,80,8,4849,4154,3931,5177
1581,2025-05-16,81,9,3220,2600,3204,3621
1582,2025-05-16,82,9,3946,4522,3991,4026
1583,2025-05-16,83,9,3479,3615,2234,4062
1584,2025-05-16,84,9,3868,3600,3225,4275
1585,2025-05-16,85,9,0,0,0,0
1586,2025-05-16,86,9,3507,3452,4309,2753
1587,2025-05-16,87,9,4055,4195,3726,4009
1588,2025-05-16,88,9,4030,4935,3829,4725
1589,2025-05-16,89,9,3215,4796,4017,4407
1590,2025-05-16,90,9,4113,3467,4481,4251
1591,2025-05-16,91,10,3997,5002,4433,3867
1592,2025-05-16,92,10,2967,3854,4749,4190
1593,2025-05-16,93,10,3919,3978,3976,4617
1594,2025-05-16,94,10,4286,3756,4171,3941
1595,2025-05-16,95,10,4449,3261,4132,3619
1596,2025-05-16,96,10,3826,4576,4082,3862
1597,2025-05-16,97,10,3799,4054,3855,4006
1598,2025-05-16,98,10,2850,2991,3973,3538
1599,2025-05-16,99,10,3513,4124,3645,4154
1600,2025-05-16,100,10,4580,4495,4596,4542
1601,2025-05-17,1,1,4750,4092,3752,3719
1602,2025-05-17,2,1,3548,4290,3440,3579
1603,2025-05-17,3,1,4162,5214,3968,3966
1604,2025-05-17,4,1,4330,4054,4376,3728
1605,2025-05-17,5,1,1165,1429,1953,2132
1606,2025-05-17,6,1,4066,5060,5181,4003
1607,2025-05-17,7,1,4177,5684,4633,4484
1608,2025-05-17,8,1,4231,3860,4731,4098
1609,2025-05-17,9,1,3494,3805,4904,3748
1610,2025-05-17,10,1,3601,4554,4055,4086
1611,2025-05-17,11,2,3507,5094,4702,5383
1612,2025-05-17,12,2,4595,3148,3398,3869
1613,2025-05-17,13,2,4650,4226,3357,5087
1614,2025-05-17,14,2,3551,4643,3103,3286
1615,2025-05-17,15,2,4154,3810,3945,4191
1616,2025-05-17,16,2,3687,3536,3366,4107
1617,2025-05-17,17,2,4905,4161,4861,3347
1618,2025-05-17,18,2,3637,3935,3973,4519
1619,2025-05-17,19,2,3392,3150,4182,3880
1620,2025-05-17,20,2,4280,3804,3377,3690
1621,2025-05-17,21,3,4809,3786,3556,5444
1622,2025-05-17,22,3,3146,4596,3947,3528
1623,2025-05-17,23,3,3641,3260,4087,3598
1624,2025-05-17,24,3,3048,4440,4428,5011
1625,2025-05-17,25,3,4324,4530,4301,5239
1626,2025-05-17,26,3,4350,4678,4559,2549
1627,2025-05-17,27,3,5450,4004,3820,4097
1628,2025-05-17,28,3,1706,1092,1276,827
1629,2025-05-17,29,3,4216,4301,4263,5581
1630,2025-05-17,30,3,3331,4008,3047,3360
1631,2025-05-17,31,4,4881,4540,2932,3296
1632,2025-05-17,32,4,3483,4504,4612,4074
1633,2025-05-17,33,4,4161,3536,4652,4542
1634,2025-05-17,34,4,4574,3259,3991,3763
1635,2025-05-17,35,4,3163,4075,4410,3865
1636,2025-05-17,36,4,3850,4501,3334,2616
1637,2025-05-17,37,4,2765,1895,3134,2302
1638,2025-05-17,38,4,4046,4844,4645,4586
1639,2025-05-17,39,4,3769,4293,4299,3525
1640,2025-05-17,40,4,5397,3941,4312,3992
1641,2025-05-17,41,5,3139,3155,3428,3361
1642,2025-05-17,42,5,4091,4792,3828,4921
1643,2025-05-17,43,5,0,0,0,0
1644,2025-05-17,44,5,4835,3965,3901,4467
1645,2025-05-17,45,5,4496,4505,4136,4230
1646,2025-05-17,46,5,3664,4826,4031,3375
1647,2025-05-17,47,5,4393,3771,4221,4111
1648,2025-05-17,48,5,4190,3250,3830,4170
1649,2025-05-17,49,5,4408,4157,4085,4628
1650,2025-05-17,50,5,3554,3805,3223,4130
1651,2025-05-17,51,6,3245,3798,4279,3488
1652,2025-05-17,52,6,4239,3434,4083,3544
1653,2025-05-17,53,6,3150,2983,3318,2740
1654,2025-05-17,54,6,3942,4326,3887,3192
1655,2025-05-17,55,6,3476,3680,3626,3504
1656,2025-05-17,56,6,0,0,0,0
1657,2025-05-17,57,6,4839,3087,4555,3796
1658,2025-05-17,58,6,4600,4319,4125,4440
1659,2025-05-17,59,6,4485,3658,3889,3300
1660,2025-05-17,60,6,4054,3999,3015,3442
1661,2025-05-17,61,7,3392,3919,3027,2369
1662,2025-05-17,62,7,4134,4257,4493,2832
1663,2025-05-17,63,7,0,0,0,0
1664,2025-05-17,64,7,4588,3843,4119,2954
1665,2025-05-17,65,7,3700,3899,3923,4529
1666,2025-05-17,66,7,3853,3996,5575,3704
1667,2025-05-17,67,7,3836,3977,3420,3219
1668,2025-05-17,68,7,4567,4133,3682,4497
1669,2025-05-17,69,7,3737,4119,3107,4572
1670,2025-05-17,70,7,3580,4757,3338,4447
1671,2025-05-17,71,8,3069,3149,3653,3462
1672,2025-05-17,72,8,4836,3712,3376,4102
1673,2025-05-17,73,8,3984,4953,3868,3368
1674,2025-05-17,74,8,4706,3639,5280,4428
1675,2025-05-17,75,8,4874,4166,3581,3069
1676,2025-05-17,76,8,4024,4164,4916,4007
1677,2025-05-17,77,8,3749,3721,4385,4002
1678,2025-05-17,78,8,3567,3316,4604,4577
1679,2025-05-17,79,8,3903,3382,4662,4818
1680,2025-05-17,80,8,4952,4614,3934,5219
1681,2025-05-17,81,9,3370,3004,3478,3661
1682,2025-05-17,82,9,4444,4680,4347,4477
1683,2025-05-17,83,9,3836,4103,2485,4210
1684,2025-05-17,84,9,3992,3768,3278,4634
1685,2025-05-17,85,9,3755,4482,4395,3036
1686,2025-05-17,86,9,3728,3498,4674,2950
1687,2025-05-17,87,9,4521,4225,3890,4204
1688,2025-05-17,88,9,4403,4974,3888,5010
1689,2025-05-17,89,9,3431,5126,4475,4450
1690,2025-05-17,90,9,4244,3619,4788,4322
1691,2025-05-17,91,10,4232,5271,4835,4229
1692,2025-05-17,92,10,3097,4340,4893,4353
1693,2025-05-17,93,10,4055,4431,4023,4916
1694,2025-05-17,94,10,4620,3920,4327,4309
1695,2025-05-17,95,10,4738,3539,4526,3678
1696,2025-05-17,96,10,4197,4957,4159,4280
1697,2025-05-17,97,10,4010,4460,4096,4479
1698,2025-05-17,98,10,3247,3019,4220,3811
1699,2025-05-17,99,10,3640,4272,4086,4388
1700,2025-05-17,100,10,4599,4868,4656,4584
1701,2025-05-18,1,1,4786,4395,4102,3971
1702,2025-05-18,2,1,3611,4349,3491,3970
1703,2025-05-18,3,1,4346,5613,4389,4116
1704,2025-05-18,4,1,4484,4055,4382,3819
1705,2025-05-18,5,1,1211,1710,2309,2590
1706,2025-05-18,6,1,0,0,0,0
1707,2025-05-18,7,1,4537,5833,5129,4929
1708,2025-05-18,8,1,4239,4085,5157,4447
1709,2025-05-18,9,1,3889,4260,5401,3849
1710,2025-05-18,10,1,3647,4941,4524,4101
1711,2025-05-18,11,2,3922,5444,5034,5806
1712,2025-05-18,12,2,4976,3569,3892,4364
1713,2025-05-18,13,2,4929,4344,3479,5284
1714,2025-05-18,14,2,3838,4701,3543,3438
1715,2025-05-18,15,2,4427,4071,4215,4517
1716,2025-05-18,16,2,3956,3803,3583,4466
1717,2025-05-18,17,2,5256,4190,5096,3554
1718,2025-05-18,18,2,3894,3947,4366,4821
1719,2025-05-18,19,2,3448,3561,4329,3915
1720,2025-05-18,20,2,4335,3826,3397,3793
1721,2025-05-18,21,3,5273,4222,3902,5495
